Title,Title20,Country/Region,SCIE,SSCI
LASERS IN ENGINEERING,LASER ENG,ENGLAND,Yes,
LASERS IN MEDICAL SCIENCE,LASER MED SCI,ENGLAND,Yes,
LASERS IN SURGERY AND MEDICINE,LASER SURG MED,UNITED STATES,Yes,
LATERALITY,LATERALITY,ENGLAND,,Yes
LATIN AMERICAN ANTIQUITY,LAT AM ANTIQ,UNITED STATES,,Yes
LATIN AMERICAN APPLIED RESEARCH,LAT AM APPL RES,ARGENTINA,Yes,
LATIN AMERICAN ECONOMIC REVIEW,LAT AM ECON REV,MEXICO,,Yes
LATIN AMERICAN JOURNAL OF AQUATIC RESEARCH,LAT AM J AQUAT RES,CHILE,Yes,
LATIN AMERICAN JOURNAL OF PHARMACY,LAT AM J PHARM,ARGENTINA,Yes,
LATIN AMERICAN JOURNAL OF SOLIDS AND STRUCTURES,LAT AM J SOLIDS STRU,BRAZIL,Yes,
LATIN AMERICAN PERSPECTIVES,LAT AM PERSPECT,UNITED STATES,,Yes
LATIN AMERICAN POLITICS AND SOCIETY,LAT AM POLIT SOC,UNITED STATES,,Yes
LATIN AMERICAN RESEARCH REVIEW,LAT AM RES REV,UNITED STATES,,Yes
LAW & POLICY,LAW POLICY,ENGLAND,,Yes
LAW & SOCIETY REVIEW,LAW SOC REV,UNITED STATES,,Yes
LAW AND HISTORY REVIEW,LAW HIST REV,UNITED STATES,,Yes
LAW AND HUMAN BEHAVIOR,LAW HUMAN BEHAV,UNITED STATES,,Yes
LAW AND PHILOSOPHY,LAW PHILOS,NETHERLANDS,,Yes
LAW AND SOCIAL INQUIRY-JOURNAL OF THE AMERICAN BAR FOUNDATION,LAW SOCIAL INQUIRY,ENGLAND,,Yes
LAW LIBRARY JOURNAL,LAW LIBR J,UNITED STATES,,Yes
LAW PROBABILITY & RISK,LAW PROBAB RISK,ENGLAND,Yes,Yes
LAZAROA,LAZAROA,SPAIN,Yes,
LC GC EUROPE,LC GC EUR,UNITED STATES,Yes,
LC GC NORTH AMERICA,LC GC N AM,UNITED STATES,Yes,
LEADERSHIP,LEADERSHIP-LONDON,UNITED STATES,,Yes
LEADERSHIP & ORGANIZATION DEVELOPMENT JOURNAL,LEADERSHIP ORG DEV J,ENGLAND,,Yes
LEADERSHIP QUARTERLY,LEADERSHIP QUART,UNITED STATES,,Yes
LEARNED PUBLISHING,LEARN PUBL,ENGLAND,,Yes
LEARNING & BEHAVIOR,LEARN BEHAV,UNITED STATES,Yes,Yes
LEARNING & MEMORY,LEARN MEMORY,UNITED STATES,Yes,
LEARNING AND INDIVIDUAL DIFFERENCES,LEARN INDIVID DIFFER,NETHERLANDS,,Yes
LEARNING AND INSTRUCTION,LEARN INSTR,ENGLAND,,Yes
LEARNING AND MOTIVATION,LEARN MOTIV,UNITED STATES,,Yes
LEARNING CULTURE AND SOCIAL INTERACTION,LEARN CULT SOC INTER,ENGLAND,,Yes
LEARNING DISABILITIES RESEARCH & PRACTICE,LEARN DISABIL RES PR,UNITED STATES,,Yes
LEARNING DISABILITY QUARTERLY,LEARN DISABILITY Q,UNITED STATES,,Yes
LEARNING MEDIA AND TECHNOLOGY,LEARN MEDIA TECHNOL,ENGLAND,,Yes
LECTURE NOTES IN MATHEMATICS,LECT NOTES MATH,GERMANY,Yes,
LEGAL AND CRIMINOLOGICAL PSYCHOLOGY,LEGAL CRIMINOL PSYCH,ENGLAND,,Yes
LEGAL MEDICINE,LEGAL MED-TOKYO,UNITED STATES,Yes,
LEGAL STUDIES,LEGAL STUD,ENGLAND,,Yes
LEGISLATIVE STUDIES QUARTERLY,LEGIS STUD QUART,UNITED STATES,,Yes
LEGUME RESEARCH,LEGUME RES,INDIA,Yes,
LEIDEN JOURNAL OF INTERNATIONAL LAW,LEIDEN J INT LAW,ENGLAND,,Yes
LEISURE SCIENCES,LEISURE SCI,ENGLAND,,Yes
LEISURE STUDIES,LEISURE STUD,ENGLAND,,Yes
LEPROSY REVIEW,LEPROSY REV,ENGLAND,Yes,
LETHAIA,LETHAIA,NORWAY,Yes,
LETTERS IN APPLIED MICROBIOLOGY,LETT APPL MICROBIOL,ENGLAND,Yes,
LETTERS IN DRUG DESIGN & DISCOVERY,LETT DRUG DES DISCOV,U ARAB EMIRATES,Yes,
LETTERS IN MATHEMATICAL PHYSICS,LETT MATH PHYS,NETHERLANDS,Yes,
LETTERS IN ORGANIC CHEMISTRY,LETT ORG CHEM,U ARAB EMIRATES,Yes,
LEUKEMIA,LEUKEMIA,ENGLAND,Yes,
LEUKEMIA & LYMPHOMA,LEUKEMIA LYMPHOMA,ENGLAND,Yes,
LEUKEMIA RESEARCH,LEUKEMIA RES,ENGLAND,Yes,
LEUKOS,LEUKOS,UNITED STATES,Yes,
LEX LOCALIS-JOURNAL OF LOCAL SELF-GOVERNMENT,LEX LOCALIS,SLOVENIA,,Yes
LEXIKOS,LEXIKOS,SOUTH AFRICA,,Yes
LGBT HEALTH,LGBT HEALTH,UNITED STATES,Yes,Yes
LIBRARY & INFORMATION SCIENCE RESEARCH,LIBR INFORM SCI RES,UNITED STATES,,Yes
LIBRARY AND INFORMATION SCIENCE,LIBR INFORM SC,JAPAN,,Yes
LIBRARY COLLECTIONS ACQUISITIONS & TECHNICAL SERVICES,LIBR COLLECT ACQUIS,ENGLAND,,Yes
LIBRARY HI TECH,LIBR HI TECH,ENGLAND,,Yes
LIBRARY JOURNAL,LIBR J,UNITED STATES,,Yes
LIBRARY QUARTERLY,LIBR QUART,UNITED STATES,,Yes
LIBRARY RESOURCES & TECHNICAL SERVICES,LIBR RESOUR TECH SER,UNITED STATES,,Yes
LIBRARY TRENDS,LIBR TRENDS,UNITED STATES,,Yes
LIBRI,LIBRI,GERMANY,,Yes
LIBYAN JOURNAL OF MEDICINE,LIBYAN J MED,ENGLAND,Yes,
LICHENOLOGIST,LICHENOLOGIST,ENGLAND,Yes,
LIFE SCIENCE ALLIANCE,LIFE SCI ALLIANCE,UNITED STATES,Yes,
LIFE SCIENCES,LIFE SCI,ENGLAND,Yes,
LIFE SCIENCES IN SPACE RESEARCH,LIFE SCI SPACE RES,NETHERLANDS,Yes,
LIFE-BASEL,LIFE-BASEL,SWITZERLAND,Yes,
LIFESTYLE GENOMICS,LIFESTYLE GENOM,SWITZERLAND,Yes,
LIFETIME DATA ANALYSIS,LIFETIME DATA ANAL,UNITED STATES,Yes,
LIGHT & ENGINEERING,LIGHT ENG,RUSSIA,Yes,
LIGHTING RESEARCH & TECHNOLOGY,LIGHTING RES TECHNOL,ENGLAND,Yes,
LIGHT-SCIENCE & APPLICATIONS,LIGHT-SCI APPL,ENGLAND,Yes,
LIMNETICA,LIMNETICA,SPAIN,Yes,
LIMNOLOGICA,LIMNOLOGICA,GERMANY,Yes,
LIMNOLOGY,LIMNOLOGY,JAPAN,Yes,
LIMNOLOGY AND OCEANOGRAPHY,LIMNOL OCEANOGR,UNITED STATES,Yes,
LIMNOLOGY AND OCEANOGRAPHY LETTERS,LIMNOL OCEANOGR LETT,UNITED STATES,Yes,
LIMNOLOGY AND OCEANOGRAPHY-METHODS,LIMNOL OCEANOGR-METH,UNITED STATES,Yes,
LINEAR & MULTILINEAR ALGEBRA,LINEAR MULTILINEAR A,ENGLAND,Yes,
LINEAR ALGEBRA AND ITS APPLICATIONS,LINEAR ALGEBRA APPL,UNITED STATES,Yes,
LINGUA,LINGUA,NETHERLANDS,,Yes
LINGUISTIC APPROACHES TO BILINGUALISM,LINGUIST APPROACH BI,NETHERLANDS,,Yes
LINGUISTIC INQUIRY,LINGUIST INQ,UNITED STATES,,Yes
LINGUISTIC REVIEW,LINGUIST REV,NETHERLANDS,,Yes
LINGUISTIC TYPOLOGY,LINGUIST TYPOL,GERMANY,,Yes
LINGUISTICA ANTVERPIENSIA NEW SERIES-THEMES IN TRANSLATION STUDIES,LING ANTVERP NEW SER,BELGIUM,,Yes
LINGUISTICS,LINGUISTICS,NETHERLANDS,,Yes
LINGUISTICS AND EDUCATION,LINGUIST EDUC,NETHERLANDS,,Yes
LINGUISTICS AND PHILOSOPHY,LINGUIST PHILOS,NETHERLANDS,,Yes
LIPIDS,LIPIDS,GERMANY,Yes,
LIPIDS IN HEALTH AND DISEASE,LIPIDS HEALTH DIS,ENGLAND,Yes,
LIQUID CRYSTALS,LIQ CRYST,ENGLAND,Yes,
LIQUID CRYSTALS REVIEWS,LIQ CRYST REV,ENGLAND,Yes,
LISTY CUKROVARNICKE A REPARSKE,LISTY CUKROV REPAR,CZECH REPUBLIC,Yes,
LITERACY,LITERACY,ENGLAND,,Yes
LITHIC TECHNOLOGY,LITHIC TECHNOL,UNITED STATES,,Yes
LITHOLOGY AND MINERAL RESOURCES,LITHOL MINER RESOUR+,RUSSIA,Yes,
LITHOS,LITHOS,NORWAY,Yes,
LITHOSPHERE,LITHOSPHERE-US,UNITED STATES,Yes,
LITHUANIAN JOURNAL OF PHYSICS,LITH J PHYS,LITHUANIA,Yes,
LITHUANIAN MATHEMATICAL JOURNAL,LITH MATH J,LITHUANIA,Yes,
LIVER CANCER,LIVER CANCER,SWITZERLAND,Yes,
LIVER INTERNATIONAL,LIVER INT,DENMARK,Yes,
LIVER TRANSPLANTATION,LIVER TRANSPLANT,UNITED STATES,Yes,
LIVESTOCK SCIENCE,LIVEST SCI,NETHERLANDS,Yes,
LIVING REVIEWS IN RELATIVITY,LIVING REV RELATIV,GERMANY,Yes,
LIVING REVIEWS IN SOLAR PHYSICS,LIVING REV SOL PHYS,GERMANY,Yes,
LJETOPIS SOCIJALNOG RADA,LJETOP SOC RADA,CROATIA,,Yes
LOCAL ENVIRONMENT,LOCAL ENVIRON,ENGLAND,Yes,Yes
LOCAL GOVERNMENT STUDIES,LOCAL GOV STUD,ENGLAND,,Yes
LOGIC JOURNAL OF THE IGPL,LOG J IGPL,ENGLAND,Yes,
LOGICA UNIVERSALIS,LOG UNIVERSALIS,SWITZERLAND,Yes,
LOGICAL METHODS IN COMPUTER SCIENCE,LOG METH COMPUT SCI,GERMANY,Yes,
LOGOPEDICS PHONIATRICS VOCOLOGY,LOGOP PHONIATR VOCO,NORWAY,Yes,
LONDON JOURNAL,LOND J,ENGLAND,,Yes
LONG RANGE PLANNING,LONG RANGE PLANN,ENGLAND,,Yes
LONGITUDINAL AND LIFE COURSE STUDIES,LONGITUD LIFE COURSE,ENGLAND,,Yes
LOW TEMPERATURE PHYSICS,LOW TEMP PHYS+,UKRAINE,Yes,
LUBRICATION SCIENCE,LUBR SCI,ENGLAND,Yes,
LUMINESCENCE,LUMINESCENCE,ENGLAND,Yes,
LUNG,LUNG,GERMANY,Yes,
LUNG CANCER,LUNG CANCER,NETHERLANDS,Yes,
LUPUS,LUPUS,ENGLAND,Yes,
LUTS-LOWER URINARY TRACT SYMPTOMS,LUTS,JAPAN,Yes,
LWT-FOOD SCIENCE AND TECHNOLOGY,LWT-FOOD SCI TECHNOL,ENGLAND,Yes,
LYMPHATIC RESEARCH AND BIOLOGY,LYMPHAT RES BIOL,UNITED STATES,Yes,
LYMPHOLOGY,LYMPHOLOGY,GERMANY,Yes,
M S-MEDECINE SCIENCES,M S-MED SCI,FRANCE,Yes,
M&SOM-MANUFACTURING & SERVICE OPERATIONS MANAGEMENT,M&SOM-MANUF SERV OP,UNITED STATES,Yes,Yes
MABS,MABS-AUSTIN,UNITED STATES,Yes,
MACEDONIAN JOURNAL OF CHEMISTRY AND CHEMICAL ENGINEERING,MACED J CHEM CHEM EN,MACEDONIA,Yes,
MACHINE LEARNING,MACH LEARN,UNITED STATES,Yes,
MACHINE VISION AND APPLICATIONS,MACH VISION APPL,UNITED STATES,Yes,
MACHINING SCIENCE AND TECHNOLOGY,MACH SCI TECHNOL,UNITED STATES,Yes,
MACROECONOMIC DYNAMICS,MACROECON DYN,UNITED STATES,,Yes
MACROHETEROCYCLES,MACROHETEROCYCLES,RUSSIA,Yes,
MACROMOLECULAR BIOSCIENCE,MACROMOL BIOSCI,GERMANY,Yes,
MACROMOLECULAR CHEMISTRY AND PHYSICS,MACROMOL CHEM PHYS,GERMANY,Yes,
MACROMOLECULAR MATERIALS AND ENGINEERING,MACROMOL MATER ENG,GERMANY,Yes,
MACROMOLECULAR RAPID COMMUNICATIONS,MACROMOL RAPID COMM,GERMANY,Yes,
MACROMOLECULAR REACTION ENGINEERING,MACROMOL REACT ENG,GERMANY,Yes,
MACROMOLECULAR RESEARCH,MACROMOL RES,SOUTH KOREA,Yes,
MACROMOLECULAR THEORY AND SIMULATIONS,MACROMOL THEOR SIMUL,GERMANY,Yes,
MACROMOLECULES,MACROMOLECULES,UNITED STATES,Yes,
MADERA Y BOSQUES,MADERA BOSQUES,MEXICO,Yes,
MADERAS-CIENCIA Y TECNOLOGIA,MADERAS-CIENC TECNOL,CHILE,Yes,
MAEJO INTERNATIONAL JOURNAL OF SCIENCE AND TECHNOLOGY,MAEJO INT J SCI TECH,THAILAND,Yes,
MAGALLANIA,MAGALLANIA,CHILE,,Yes
MAGAZINE OF CONCRETE RESEARCH,MAG CONCRETE RES,ENGLAND,Yes,
MAGNESIUM RESEARCH,MAGNESIUM RES,ENGLAND,Yes,
MAGNETIC RESONANCE IMAGING,MAGN RESON IMAGING,UNITED STATES,Yes,
MAGNETIC RESONANCE IMAGING CLINICS OF NORTH AMERICA,MAGN RESON IMAGING C,UNITED STATES,Yes,
MAGNETIC RESONANCE IN CHEMISTRY,MAGN RESON CHEM,ENGLAND,Yes,
MAGNETIC RESONANCE IN MEDICAL SCIENCES,MAGN RESON MED SCI,JAPAN,Yes,
MAGNETIC RESONANCE IN MEDICINE,MAGN RESON MED,UNITED STATES,Yes,
MAGNETIC RESONANCE MATERIALS IN PHYSICS BIOLOGY AND MEDICINE,MAGN RESON MATER PHY,UNITED STATES,Yes,
MAGNETOCHEMISTRY,MAGNETOCHEMISTRY,SWITZERLAND,Yes,
MAGNETOHYDRODYNAMICS,MAGNETOHYDRODYNAMICS,LATVIA,Yes,
MAGYAR ALLATORVOSOK LAPJA,MAGY ALLATORVOSOK,HUNGARY,Yes,
MAIN GROUP CHEMISTRY,MAIN GROUP CHEM,NETHERLANDS,Yes,
MAIN GROUP METAL CHEMISTRY,MAIN GROUP MET CHEM,ENGLAND,Yes,
MALACOLOGIA,MALACOLOGIA,UNITED STATES,Yes,
MALARIA JOURNAL,MALARIA J,UNITED STATES,Yes,
MALAWI MEDICAL JOURNAL,MALAWI MED J,MALAWI,Yes,
MALAYSIAN JOURNAL OF COMPUTER SCIENCE,MALAYS J COMPUT SCI,MALAYSIA,Yes,
MALAYSIAN JOURNAL OF LIBRARY & INFORMATION SCIENCE,MALAYS J LIBR INF SC,MALAYSIA,,Yes
MALAYSIAN JOURNAL OF PATHOLOGY,MALAYS J PATHOL,MALAYSIA,Yes,
MALIMBUS,MALIMBUS,ENGLAND,Yes,
MAMMAL RESEARCH,MAMMAL RES,POLAND,Yes,
MAMMAL REVIEW,MAMMAL REV,ENGLAND,Yes,
MAMMAL STUDY,MAMM STUDY,JAPAN,Yes,
MAMMALIA,MAMMALIA,FRANCE,Yes,
MAMMALIAN BIOLOGY,MAMM BIOL,GERMANY,Yes,
MAMMALIAN GENOME,MAMM GENOME,UNITED STATES,Yes,
MANAGEMENT & ORGANIZATIONAL HISTORY,MANAG ORGAN HIST,ENGLAND,,Yes
MANAGEMENT ACCOUNTING RESEARCH,MANAGE ACCOUNT RES,NETHERLANDS,,Yes
MANAGEMENT AND ORGANIZATION REVIEW,MANAGE ORGAN REV,ENGLAND,,Yes
MANAGEMENT COMMUNICATION QUARTERLY,MANAGE COMMUN Q,UNITED STATES,,Yes
MANAGEMENT DECISION,MANAGE DECIS,ENGLAND,,Yes
MANAGEMENT INTERNATIONAL REVIEW,MANAGE INT REV,GERMANY,,Yes
MANAGEMENT LEARNING,MANAGE LEARN,ENGLAND,,Yes
MANAGEMENT OF BIOLOGICAL INVASIONS,MANAG BIOL INVASION,FINLAND,Yes,
MANAGEMENT SCIENCE,MANAGE SCI,UNITED STATES,Yes,Yes
MANAGERIAL AND DECISION ECONOMICS,MANAG DECIS ECON,ENGLAND,,Yes
MANAGERIAL AUDITING JOURNAL,MANAG AUDIT J,ENGLAND,,Yes
MANCHESTER SCHOOL,MANCH SCH,ENGLAND,,Yes
MANUFACTURING ENGINEERING,MANUF ENG,UNITED STATES,Yes,
MANUSCRIPTA MATHEMATICA,MANUSCRIPTA MATH,GERMANY,Yes,
MAPAN-JOURNAL OF METROLOGY SOCIETY OF INDIA,MAPAN-J METROL SOC I,INDIA,Yes,
MARINE AND COASTAL FISHERIES,MAR COAST FISH,UNITED STATES,Yes,
MARINE AND FRESHWATER BEHAVIOUR AND PHYSIOLOGY,MAR FRESHW BEHAV PHY,ENGLAND,Yes,
MARINE AND FRESHWATER RESEARCH,MAR FRESHWATER RES,AUSTRALIA,Yes,
MARINE AND PETROLEUM GEOLOGY,MAR PETROL GEOL,ENGLAND,Yes,
MARINE BIODIVERSITY,MAR BIODIVERS,GERMANY,Yes,
MARINE BIOLOGY,MAR BIOL,GERMANY,Yes,
MARINE BIOLOGY RESEARCH,MAR BIOL RES,NORWAY,Yes,
MARINE CHEMISTRY,MAR CHEM,NETHERLANDS,Yes,
MARINE DRUGS,MAR DRUGS,SWITZERLAND,Yes,
MARINE ECOLOGY PROGRESS SERIES,MAR ECOL PROG SER,GERMANY,Yes,
MARINE ECOLOGY-AN EVOLUTIONARY PERSPECTIVE,MAR ECOL-EVOL PERSP,GERMANY,Yes,
MARINE ENVIRONMENTAL RESEARCH,MAR ENVIRON RES,ENGLAND,Yes,
MARINE GENOMICS,MAR GENOM,NETHERLANDS,Yes,
MARINE GEODESY,MAR GEOD,UNITED STATES,Yes,
MARINE GEOLOGY,MAR GEOL,NETHERLANDS,Yes,
MARINE GEOPHYSICAL RESEARCH,MAR GEOPHYS RES,NETHERLANDS,Yes,
MARINE GEORESOURCES & GEOTECHNOLOGY,MAR GEORESOUR GEOTEC,UNITED STATES,Yes,
MARINE MAMMAL SCIENCE,MAR MAMMAL SCI,UNITED STATES,Yes,
MARINE MICROPALEONTOLOGY,MAR MICROPALEONTOL,NETHERLANDS,Yes,
MARINE ORNITHOLOGY,MAR ORNITHOL,SOUTH AFRICA,Yes,
MARINE POLICY,MAR POLICY,ENGLAND,,Yes
MARINE POLLUTION BULLETIN,MAR POLLUT BULL,ENGLAND,Yes,
MARINE RESOURCE ECONOMICS,MAR RESOUR ECON,UNITED STATES,Yes,Yes
MARINE STRUCTURES,MAR STRUCT,ENGLAND,Yes,
MARINE TECHNOLOGY SOCIETY JOURNAL,MAR TECHNOL SOC J,UNITED STATES,Yes,
MARITIME ECONOMICS & LOGISTICS,MARIT ECON LOGIST,ENGLAND,,Yes
MARITIME POLICY & MANAGEMENT,MARIT POLICY MANAG,ENGLAND,,Yes
MARKETING INTELLIGENCE & PLANNING,MARK INTELL PLAN,ENGLAND,,Yes
MARKETING LETTERS,MARKET LETT,UNITED STATES,,Yes
MARKETING SCIENCE,MARKET SCI,UNITED STATES,,Yes
MARKETING THEORY,MARKETING THEOR,ENGLAND,,Yes
MARKOV PROCESSES AND RELATED FIELDS,MARKOV PROCESS RELAT,RUSSIA,Yes,
MASS COMMUNICATION AND SOCIETY,MASS COMMUN SOC,UNITED STATES,,Yes
MASS SPECTROMETRY REVIEWS,MASS SPECTROM REV,UNITED STATES,Yes,
MATCH-COMMUNICATIONS IN MATHEMATICAL AND IN COMPUTER CHEMISTRY,MATCH-COMMUN MATH CO,SERBIA,Yes,
MATERIALE PLASTICE,MATER PLAST,ROMANIA,Yes,
MATERIALES DE CONSTRUCCION,MATER CONSTRUCC,SPAIN,Yes,
MATERIALI IN TEHNOLOGIJE,MATER TEHNOL,SLOVENIA,Yes,
MATERIALS,MATERIALS,SWITZERLAND,Yes,
MATERIALS & DESIGN,MATER DESIGN,ENGLAND,Yes,
MATERIALS AND CORROSION-WERKSTOFFE UND KORROSION,MATER CORROS,GERMANY,Yes,
MATERIALS AND MANUFACTURING PROCESSES,MATER MANUF PROCESS,UNITED STATES,Yes,
MATERIALS AND STRUCTURES,MATER STRUCT,NETHERLANDS,Yes,
MATERIALS AT HIGH TEMPERATURES,MATER HIGH TEMP,ENGLAND,Yes,
MATERIALS CHARACTERIZATION,MATER CHARACT,UNITED STATES,Yes,
MATERIALS CHEMISTRY AND PHYSICS,MATER CHEM PHYS,SWITZERLAND,Yes,
MATERIALS CHEMISTRY FRONTIERS,MATER CHEM FRONT,ENGLAND,Yes,
MATERIALS EVALUATION,MATER EVAL,UNITED STATES,Yes,
MATERIALS EXPRESS,MATER EXPRESS,UNITED STATES,Yes,
MATERIALS HORIZONS,MATER HORIZ,ENGLAND,Yes,
MATERIALS LETTERS,MATER LETT,NETHERLANDS,Yes,
MATERIALS PERFORMANCE,MATER PERFORMANCE,UNITED STATES,Yes,
MATERIALS RESEARCH BULLETIN,MATER RES BULL,UNITED STATES,Yes,
MATERIALS RESEARCH EXPRESS,MATER RES EXPRESS,ENGLAND,Yes,
MATERIALS RESEARCH LETTERS,MATER RES LETT,UNITED STATES,Yes,
MATERIALS RESEARCH-IBERO-AMERICAN JOURNAL OF MATERIALS,MATER RES-IBERO-AM J,BRAZIL,Yes,
MATERIALS SCIENCE,MATER SCI+,UKRAINE,Yes,
MATERIALS SCIENCE & ENGINEERING C-MATERIALS FOR BIOLOGICAL APPLICATIONS,MAT SCI ENG C-MATER,NETHERLANDS,Yes,
MATERIALS SCIENCE & ENGINEERING R-REPORTS,MAT SCI ENG R,NETHERLANDS,Yes,
MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,MAT SCI ENG A-STRUCT,SWITZERLAND,Yes,
MATERIALS SCIENCE AND ENGINEERING B-ADVANCED FUNCTIONAL SOLID-STATE MATERIALS,MATER SCI ENG B-ADV,NETHERLANDS,Yes,
MATERIALS SCIENCE AND TECHNOLOGY,MATER SCI TECH-LOND,ENGLAND,Yes,
MATERIALS SCIENCE IN SEMICONDUCTOR PROCESSING,MAT SCI SEMICON PROC,ENGLAND,Yes,
MATERIALS SCIENCE-MEDZIAGOTYRA,MATER SCI-MEDZG,LITHUANIA,Yes,
MATERIALS SCIENCE-POLAND,MATER SCI-POLAND,POLAND,Yes,
MATERIALS TECHNOLOGY,MATER TECHNOL,ENGLAND,Yes,
MATERIALS TESTING,MATER TEST,GERMANY,Yes,
MATERIALS TODAY,MATER TODAY,ENGLAND,Yes,
MATERIALS TODAY COMMUNICATIONS,MATER TODAY COMMUN,ENGLAND,Yes,
MATERIALS TODAY ENERGY,MATER TODAY ENERGY,ENGLAND,Yes,
MATERIALS TODAY PHYSICS,MATER TODAY PHYS,NETHERLANDS,Yes,
MATERIALS TRANSACTIONS,MATER TRANS,JAPAN,Yes,
MATERIALWISSENSCHAFT UND WERKSTOFFTECHNIK,MATERIALWISS WERKST,GERMANY,Yes,
MATERIA-RIO DE JANEIRO,MATERIA-BRAZIL,BRAZIL,Yes,
MATERNAL AND CHILD HEALTH JOURNAL,MATERN CHILD HLTH J,UNITED STATES,,Yes
MATERNAL AND CHILD NUTRITION,MATERN CHILD NUTR,ENGLAND,Yes,
MATHEMATICA SCANDINAVICA,MATH SCAND,DENMARK,Yes,
MATHEMATICA SLOVACA,MATH SLOVACA,SLOVAKIA,Yes,
MATHEMATICAL AND COMPUTER MODELLING OF DYNAMICAL SYSTEMS,MATH COMP MODEL DYN,UNITED STATES,Yes,
MATHEMATICAL BIOSCIENCES,MATH BIOSCI,UNITED STATES,Yes,
MATHEMATICAL BIOSCIENCES AND ENGINEERING,MATH BIOSCI ENG,UNITED STATES,Yes,
MATHEMATICAL COMMUNICATIONS,MATH COMMUN,CROATIA,Yes,
MATHEMATICAL CONTROL AND RELATED FIELDS,MATH CONTROL RELAT F,UNITED STATES,Yes,
MATHEMATICAL FINANCE,MATH FINANC,UNITED STATES,Yes,Yes
MATHEMATICAL GEOSCIENCES,MATH GEOSCI,GERMANY,Yes,
MATHEMATICAL INEQUALITIES & APPLICATIONS,MATH INEQUAL APPL,CROATIA,Yes,
MATHEMATICAL INTELLIGENCER,MATH INTELL,UNITED STATES,Yes,
MATHEMATICAL LOGIC QUARTERLY,MATH LOGIC QUART,GERMANY,Yes,
MATHEMATICAL MEDICINE AND BIOLOGY-A JOURNAL OF THE IMA,MATH MED BIOL,ENGLAND,Yes,
MATHEMATICAL METHODS IN THE APPLIED SCIENCES,MATH METHOD APPL SCI,ENGLAND,Yes,
MATHEMATICAL METHODS OF OPERATIONS RESEARCH,MATH METHOD OPER RES,GERMANY,Yes,
MATHEMATICAL MODELLING AND ANALYSIS,MATH MODEL ANAL,LITHUANIA,Yes,
MATHEMATICAL MODELLING OF NATURAL PHENOMENA,MATH MODEL NAT PHENO,FRANCE,Yes,
MATHEMATICAL MODELS & METHODS IN APPLIED SCIENCES,MATH MOD METH APPL S,SINGAPORE,Yes,
MATHEMATICAL NOTES,MATH NOTES+,RUSSIA,Yes,
MATHEMATICAL PHYSICS ANALYSIS AND GEOMETRY,MATH PHYS ANAL GEOM,NETHERLANDS,Yes,
MATHEMATICAL POPULATION STUDIES,MATH POPUL STUD,UNITED STATES,Yes,Yes
MATHEMATICAL PROBLEMS IN ENGINEERING,MATH PROBL ENG,UNITED STATES,Yes,
MATHEMATICAL PROCEEDINGS OF THE CAMBRIDGE PHILOSOPHICAL SOCIETY,MATH PROC CAMBRIDGE,ENGLAND,Yes,
MATHEMATICAL PROGRAMMING,MATH PROGRAM,GERMANY,Yes,
MATHEMATICAL REPORTS,MATH REP,ROMANIA,Yes,
MATHEMATICAL RESEARCH LETTERS,MATH RES LETT,UNITED STATES,Yes,
MATHEMATICAL SCIENCES,MATH SCI,GERMANY,Yes,
MATHEMATICAL SOCIAL SCIENCES,MATH SOC SCI,NETHERLANDS,Yes,Yes
MATHEMATICAL STRUCTURES IN COMPUTER SCIENCE,MATH STRUCT COMP SCI,ENGLAND,Yes,
MATHEMATICAL THINKING AND LEARNING,MATH THINK LEARN,UNITED STATES,,Yes
MATHEMATICS,MATHEMATICS-BASEL,SWITZERLAND,Yes,
MATHEMATICS AND COMPUTERS IN SIMULATION,MATH COMPUT SIMULAT,NETHERLANDS,Yes,
MATHEMATICS AND FINANCIAL ECONOMICS,MATH FINANC ECON,GERMANY,Yes,Yes
MATHEMATICS AND MECHANICS OF SOLIDS,MATH MECH SOLIDS,ENGLAND,Yes,
MATHEMATICS OF COMPUTATION,MATH COMPUT,UNITED STATES,Yes,
MATHEMATICS OF CONTROL SIGNALS AND SYSTEMS,MATH CONTROL SIGNAL,ENGLAND,Yes,
MATHEMATICS OF OPERATIONS RESEARCH,MATH OPER RES,UNITED STATES,Yes,
MATHEMATIKA,MATHEMATIKA,ENGLAND,Yes,
MATHEMATISCHE ANNALEN,MATH ANN,GERMANY,Yes,
MATHEMATISCHE NACHRICHTEN,MATH NACHR,GERMANY,Yes,
MATHEMATISCHE ZEITSCHRIFT,MATH Z,GERMANY,Yes,
MATRIX BIOLOGY,MATRIX BIOL,NETHERLANDS,Yes,
MATTER AND RADIATION AT EXTREMES,MATTER RADIAT EXTREM,PEOPLES R CHINA,Yes,
MATURITAS,MATURITAS,NETHERLANDS,Yes,
MAUSAM,MAUSAM,INDIA,Yes,
MAYDICA,MAYDICA,ITALY,Yes,
MAYO CLINIC PROCEEDINGS,MAYO CLIN PROC,UNITED STATES,Yes,
MBIO,MBIO,UNITED STATES,Yes,
MCN-THE AMERICAN JOURNAL OF MATERNAL-CHILD NURSING,MCN-AM J MATERN-CHIL,UNITED STATES,Yes,Yes
MEASUREMENT,MEASUREMENT,ENGLAND,Yes,
